GivenName	Surname	Birthday	uid
Ashley	Newsom,	[/9_1P65	37191
Cecil	Sammson	12/21l1965	59684
Ran=y	Cream)r	1/-0l19w8	87037
Davfd	Rifqle	"""/19/19W3"	84784
D~niel	Justice	J/27/1983	64676
MictaeY	0ood=on	10/3'196h	36986
Katherii<	L2wrenYe	2/24/Q9A8	33010
Susan	#*yeO	2/24U1c86	84473
]ammp	HoIf	12/M9#1992	66755
`nn	RyalJ	74C8/2N0n	49782
|invy	yUckOtts	I1/YF2001	71498
KrCstin	Headrick	2/1/197\	60394
Ta<ripia	Roseber]y	4/1</1999	83510
Debrf	ferstner	6/26/L97\	19807
Don{lR	Ofxicer	"4/16/19""x"	37390
Annette	4orwood	3/tl/194A	80808
xaym,nd	Fitts	8/j.V1g41	8390
Stephzn	Ninkins	p/16/1F58	31595
E;4an	Downet	|0/12/(001	11640
Maur5=n	Mdrsh	1e3/1975	32585
@9rothl	GilFe,t\	8/13/1962	7919
FlorenFq	Morgan	(/12F1940	44878
l}rgjrita	Les,man	8/`6/1htr	58111
ToUas	BrjHn	10B2/1963	7347
Ronatd	oJter$	]:8/1979	86001
Maiil]U	ArEuse	7/28/)%98	85968
Stephen	Simpson	12/d/1941	66535
Heathex	Egan	6/43/1C82	54774
Mic#ael	Harri~on	6/2|/19`6	95667
DNvid	LopHz	12/2E/1973	16634
Se%n	&gue	1X25U1959	9317
Murcus	Rife	11p2/1944	68278
V9newsa	Davis	2/GK/1.93	4172
Aeth	Kinney	12/1M/6p:2	42187
Robert	Shzw	9/26/1993	4477
tracy	Jobes	2/25/1994	4771
ThomBs	Mackey	5/29/?t06	26635
Jonathan	D<vis	3/23/1254	31865
Wendy	Jrim	S/qk19N5	82288
Von	Wylliams	i/9$1948	50094
Dacuerine	Lahey	Y/9t1999	80256
ApriI	Garriuo	4/3/19-c	12255
Jame#	Cook	11/25/1H88	56584
"D1ro""sy"	+ndrew	Rr/^/8Z89	45435
Mi\Yael	Saenz	6/25/195,	70618
Vera	1y`an	4/6/?9z7	8764
6rank	Johnbon	1&/11/,94V	59680
Oavid	Cornett	7/=/1968	43049
Jane<	peorge	11/7/1960	11674
}hI*a[	I2%y	6wD7/19Q9	47469
Tks1a	,undu	2/7/1U5J	91821
Tawan?a	Reed+	8/24/194t	91493
Patricia	Springer	6!2d/1968	92545
John	UnJerhill	5/X5F19,9	99957
Xaye	Paran	7Zs/1982	46563
-Zhfey	V>:ey	10/25/19(0	17889
Cynth{a	WelDs	8h17/1976	33367
Jamie	"""(ompson"	H/27t16(4	73880
1avid	Gitso6	l/A0/19U5	35291
Aar^n	Battles	11/26/19y1	52637
*Lbert	Sand^rs	2/10/194N	44905
Tra(y	M3sic	8/3UC1965	83546
Ang)e	Wyli%	2/22/1995	33029
RVberh	Whitn	1/16/1949	84890
